99,7,OUT,1,2024-04-02
100,7,OUT,2,2024-04-02
101,8,OUT,1,2024-04-02
102,8,OUT,1,2024-04-02
103,9,OUT,2,2024-04-02
104,9,OUT,1,2024-04-02
105,9,OUT,3,2024-04-02
106,10,OUT,3,2024-04-02
107,10,OUT,2,2024-04-02
108,12,OUT,2,2024-04-02
109,12,OUT,3,2024-04-02
110,13,OUT,3,2024-04-02
111,14,OUT,1,2024-04-02
112,14,OUT,1,2024-04-02
113,14,OUT,3,2024-04-02
114,15,OUT,2,2024-04-02
115,15,OUT,3,2024-04-02
116,15,OUT,3,2024-04-02
117,15,OUT,3,2024-04-02
118,16,OUT,1,2024-04-02
119,17,OUT,1,2024-04-02
120,17,OUT,2,2024-04-02
121,18,OUT,3,2024-04-02
122,18,OUT,1,2024-04-02
123,18,OUT,3,2024-04-02
124,18,OUT,1,2024-04-02
125,18,OUT,1,2024-04-02
126,18,OUT,2,2024-04-02
127,19,OUT,2,2024-04-02
128,20,OUT,1,2024-04-02
129,20,OUT,3,2024-04-02
130,1,OUT,2,2024-04-03
131,1,OUT,2,2024-04-03
132,2,OUT,2,2024-04-03
133,2,OUT,1,2024-04-03
134,2,OUT,2,2024-04-03
135,3,OUT,3,2024-04-03
136,3,OUT,2,2024-04-03
137,4,OUT,2,2024-04-03
138,4,OUT,2,2024-04-03
139,4,OUT,2,2024-04-03
140,5,OUT,3,2024-04-03
141,5,OUT,3,2024-04-03
142,6,OUT,2,2024-04-03
143,6,OUT,2,2024-04-03
144,6,OUT,2,2024-04-03
145,7,OUT,3,2024-04-03
146,8,OUT,3,2024-04-03
147,9,OUT,3,2024-04-03
148,9,OUT,3,2024-04-03
149,10,OUT,1,2024-04-03
150,10,OUT,3,2024-04-03
151,11,OUT,1,2024-04-03
152,12,OUT,1,2024-04-03
153,12,OUT,1,2024-04-03
154,12,OUT,1,2024-04-03
155,12,OUT,3,2024-04-03
156,13,OUT,3,2024-04-03
157,14,OUT,2,2024-04-03
158,14,OUT,1,2024-04-03
159,14,OUT,1,2024-04-03
160,16,OUT,3,2024-04-03
161,16,OUT,3,2024-04-03
162,18,OUT,2,2024-04-03
163,18,OUT,3,2024-04-03
164,19,OUT,3,2024-04-03
165,20,OUT,2,2024-04-03
166,20,OUT,1,2024-04-03
167,1,OUT,2,2024-04-04
168,1,OUT,2,2024-04-04
169,2,OUT,3,2024-04-04
170,2,OUT,1,2024-04-04
171,2,OUT,3,2024-04-04
172,2,OUT,1,2024-04-04
173,2,OUT,1,2024-04-04
174,3,OUT,2,2024-04-04
175,3,OUT,3,2024-04-04
176,3,OUT,2,2024-04-04
177,3,OUT,2,2024-04-04
178,3,OUT,2,2024-04-04
179,4,OUT,1,2024-04-04
180,4,OUT,3,2024-04-04
181,4,OUT,1,2024-04-04
182,4,OUT,1,2024-04-04
183,4,OUT,1,2024-04-04
184,5,OUT,3,2024-04-04
185,5,OUT,1,2024-04-04
186,6,OUT,3,2024-04-04
187,6,OUT,3,2024-04-04
188,6,OUT,1,2024-04-04
189,6,OUT,2,2024-04-04
190,7,OUT,3,2024-04-04
191,7,OUT,2,2024-04-04
192,7,OUT,3,2024-04-04
193,8,OUT,2,2024-04-04
194,8,OUT,2,2024-04-04
195,8,OUT,1,2024-04-04
196,8,OUT,2,2024-04-04
197,9,OUT,1,2024-04-04
198,9,OUT,1,2024-04-04
199,10,OUT,3,2024-04-04
200,11,OUT,3,2024-04-04
201,11,OUT,2,2024-04-04
202,12,OUT,3,2024-04-04
203,12,OUT,3,2024-04-04
204,13,OUT,1,2024-04-04
205,14,OUT,1,2024-04-04
206,14,OUT,1,2024-04-04
207,14,OUT,3,2024-04-04
208,15,OUT,1,2024-04-04
209,15,OUT,2,2024-04-04
210,15,OUT,1,2024-04-04
211,16,OUT,1,2024-04-04
212,16,OUT,3,2024-04-04
213,17,OUT,2,2024-04-04
214,18,OUT,2,2024-04-04
215,19,OUT,1,2024-04-04
216,19,OUT,2,2024-04-04
217,19,OUT,2,2024-04-04
218,19,OUT,1,2024-04-04
219,19,OUT,2,2024-04-04
220,20,OUT,2,2024-04-04
221,20,OUT,1,2024-04-04
222,20,OUT,3,2024-04-04
223,20,OUT,3,2024-04-04
224,1,OUT,3,2024-04-05
225,1,OUT,3,2024-04-05
226,1,OUT,3,2024-04-05
227,1,OUT,1,2024-04-05
228,2,OUT,2,2024-04-05
229,3,OUT,3,2024-04-05
230,3,OUT,1,2024-04-05
231,3,OUT,2,2024-04-05
232,3,OUT,2,2024-04-05
233,4,OUT,1,2024-04-05
234,4,OUT,2,2024-04-05
235,4,OUT,3,2024-04-05
236,4,OUT,2,2024-04-05
237,5,OUT,1,2024-04-05
238,5,OUT,3,2024-04-05
239,6,OUT,2,2024-04-05
240,6,OUT,3,2024-04-05
241,6,OUT,2,2024-04-05
242,6,OUT,2,2024-04-05
243,6,OUT,3,2024-04-05
244,7,OUT,3,2024-04-05
245,7,OUT,1,2024-04-05
246,7,OUT,1,2024-04-05
247,8,OUT,1,2024-04-05
248,8,OUT,3,2024-04-05
249,9,OUT,1,2024-04-05
250,10,OUT,1,2024-04-05
251,11,OUT,1,2024-04-05
252,11,OUT,3,2024-04-05
253,11,OUT,1,2024-04-05
254,11,OUT,1,2024-04-05
255,11,OUT,2,2024-04-05
256,11,OUT,2,2024-04-05
257,11,OUT,1,2024-04-05
258,12,OUT,1,2024-04-05
259,12,OUT,1,2024-04-05
260,12,OUT,1,2024-04-05
261,13,OUT,3,2024-04-05
262,13,OUT,2,2024-04-05
263,13,OUT,3,2024-04-05
264,13,OUT,3,2024-04-05
265,13,OUT,1,2024-04-05
266,14,OUT,3,2024-04-05
267,14,OUT,3,2024-04-05
268,15,OUT,3,2024-04-05
269,16,OUT,3,2024-04-05
270,17,OUT,3,2024-04-05
271,18,OUT,3,2024-04-05
272,18,OUT,1,2024-04-05
273,18,OUT,3,2024-04-05
274,18,OUT,2,2024-04-05
275,18,OUT,1,2024-04-05
276,18,OUT,3,2024-04-05
277,19,OUT,3,2024-04-05
278,19,OUT,1,2024-04-05
279,19,OUT,1,2024-04-05
280,19,OUT,2,2024-04-05
281,19,OUT,2,2024-04-05
282,20,OUT,1,2024-04-05
283,20,OUT,2,2024-04-05
284,1,OUT,1,2024-04-06
285,1,OUT,3,2024-04-06
286,1,OUT,3,2024-04-06
287,2,OUT,1,2024-04-06
288,3,OUT,1,2024-04-06
289,3,OUT,1,2024-04-06
290,4,OUT,3,2024-04-06
291,4,OUT,3,2024-04-06
292,4,OUT,2,2024-04-06
293,4,OUT,3,2024-04-06
294,4,OUT,1,2024-04-06
295,4,OUT,1,2024-04-06
296,4,OUT,3,2024-04-06
297,5,OUT,3,2024-04-06
298,6,OUT,3,2024-04-06
299,7,OUT,2,2024-04-06
300,7,OUT,2,2024-04-06
301,8,OUT,3,2024-04-06
302,9,OUT,1,2024-04-06
303,9,OUT,2,2024-04-06
304,10,OUT,3,2024-04-06
305,10,OUT,3,2024-04-06
306,10,OUT,2,2024-04-06
307,11,OUT,3,2024-04-06
308,11,OUT,2,2024-04-06
309,11,OUT,3,2024-04-06
310,12,OUT,1,2024-04-06
311,12,OUT,2,2024-04-06
312,13,OUT,3,2024-04-06
313,13,OUT,2,2024-04-06
314,13,OUT,1,2024-04-06
315,14,OUT,2,2024-04-06
316,14,OUT,2,2024-04-06
317,14,OUT,1,2024-04-06
318,14,OUT,3,2024-04-06
319,15,OUT,3,2024-04-06
320,16,OUT,1,2024-04-06
321,16,OUT,3,2024-04-06
322,17,OUT,2,2024-04-06
323,17,OUT,1,2024-04-06
324,18,OUT,3,2024-04-06
325,18,OUT,1,2024-04-06
326,19,OUT,1,2024-04-06
327,19,OUT,1,2024-04-06
328,19,OUT,1,2024-04-06
329,20,OUT,3,2024-04-06
330,20,OUT,1,2024-04-06
331,20,OUT,3,2024-04-06
332,20,OUT,2,2024-04-06
333,20,OUT,3,2024-04-06
334,20,OUT,2,2024-04-06
335,1,OUT,1,2024-04-07
336,2,OUT,1,2024-04-07
337,3,OUT,3,2024-04-07
338,3,OUT,1,2024-04-07
339,4,OUT,1,2024-04-07
340,4,OUT,1,2024-04-07
341,4,OUT,1,2024-04-07
342,5,OUT,3,2024-04-07
343,6,OUT,2,2024-04-07
344,6,OUT,2,2024-04-07
345,7,OUT,3,2024-04-07
346,7,OUT,2,2024-04-07
347,7,OUT,1,2024-04-07
348,9,OUT,2,2024-04-07
349,10,OUT,3,2024-04-07
350,11,OUT,3,2024-04-07
351,11,OUT,1,2024-04-07
352,11,OUT,2,2024-04-07
353,13,OUT,1,2024-04-07
354,14,OUT,3,2024-04-07
355,14,OUT,3,2024-04-07
356,14,OUT,2,2024-04-07
357,14,OUT,1,2024-04-07
358,16,OUT,3,2024-04-07
359,18,OUT,1,2024-04-07
360,18,OUT,2,2024-04-07
361,18,OUT,1,2024-04-07
362,19,OUT,2,2024-04-07
363,19,OUT,1,2024-04-07
364,20,OUT,1,2024-04-07
365,2,OUT,1,2024-04-08
366,2,OUT,3,2024-04-08
367,3,OUT,2,2024-04-08
368,5,OUT,3,2024-04-08
369,5,OUT,1,2024-04-08
370,6,OUT,2,2024-04-08
371,6,OUT,1,2024-04-08
372,8,OUT,2,2024-04-08
373,8,OUT,2,2024-04-08
374,8,OUT,3,2024-04-08
375,9,OUT,2,2024-04-08
376,9,OUT,3,2024-04-08
377,9,OUT,2,2024-04-08
378,10,OUT,3,2024-04-08
379,10,OUT,3,2024-04-08
380,10,OUT,3,2024-04-08
381,10,OUT,2,2024-04-08
382,11,OUT,2,2024-04-08
383,11,OUT,1,2024-04-08
384,12,OUT,2,2024-04-08
385,12,OUT,1,2024-04-08
386,12,OUT,3,2024-04-08
387,12,OUT,3,2024-04-08
388,13,OUT,3,2024-04-08
389,13,OUT,1,2024-04-08
390,14,OUT,2,2024-04-08
391,15,OUT,3,2024-04-08
392,15,OUT,3,2024-04-08
393,15,OUT,2,2024-04-08
394,15,OUT,3,2024-04-08
395,16,OUT,2,2024-04-08
396,17,OUT,3,2024-04-08
397,19,OUT,2,2024-04-08
398,19,OUT,3,2024-04-08
399,20,OUT,3,2024-04-08
400,1,OUT,2,2024-04-09
401,2,OUT,2,2024-04-09
402,2,OUT,3,2024-04-09
403,2,OUT,2,2024-04-09
404,2,OUT,2,2024-04-09
405,3,OUT,3,2024-04-09
406,3,OUT,3,2024-04-09
407,3,OUT,2,2024-04-09
408,4,OUT,2,2024-04-09
409,4,OUT,1,2024-04-09
410,4,OUT,2,2024-04-09
411,4,OUT,1,2024-04-09
412,4,OUT,3,2024-04-09
413,4,OUT,3,2024-04-09
414,5,OUT,1,2024-04-09
415,5,OUT,3,2024-04-09
416,6,OUT,1,2024-04-09
417,7,OUT,1,2024-04-09
418,8,OUT,1,2024-04-09
419,8,OUT,2,2024-04-09
420,8,OUT,2,2024-04-09
421,8,OUT,1,2024-04-09
422,8,OUT,1,2024-04-09
423,8,OUT,3,2024-04-09
424,9,OUT,1,2024-04-09
425,9,OUT,3,2024-04-09
426,9,OUT,2,2024-04-09
427,9,OUT,2,2024-04-09
428,9,OUT,2,2024-04-09
429,10,OUT,1,2024-04-09
430,10,OUT,3,2024-04-09
431,10,OUT,1,2024-04-09
432,10,OUT,1,2024-04-09
433,11,OUT,1,2024-04-09
434,12,OUT,3,2024-04-09
435,12,OUT,1,2024-04-09
436,12,OUT,1,2024-04-09
437,12,OUT,3,2024-04-09
438,13,OUT,1,2024-04-09
439,14,OUT,2,2024-04-09
440,14,OUT,3,2024-04-09
441,14,OUT,1,2024-04-09
442,14,OUT,1,2024-04-09
443,14,OUT,1,2024-04-09
444,14,OUT,2,2024-04-09
445,15,OUT,2,2024-04-09
446,15,OUT,1,2024-04-09
447,15,OUT,3,2024-04-09
448,15,OUT,2,2024-04-09
449,16,OUT,3,2024-04-09
450,16,OUT,1,2024-04-09
451,16,OUT,1,2024-04-09
452,16,OUT,2,2024-04-09
453,17,OUT,1,2024-04-09
454,17,OUT,2,2024-04-09
455,17,OUT,3,2024-04-09
456,17,OUT,1,2024-04-09
457,17,OUT,3,2024-04-09
458,18,OUT,2,2024-04-09
459,18,OUT,3,2024-04-09
460,19,OUT,2,2024-04-09
461,19,OUT,1,2024-04-09
462,19,OUT,3,2024-04-09
463,19,OUT,3,2024-04-09
464,19,OUT,2,2024-04-09
465,19,OUT,3,2024-04-09
466,20,OUT,2,2024-04-09
467,1,OUT,2,2024-04-10
468,1,OUT,1,2024-04-10
469,1,OUT,2,2024-04-10
470,2,OUT,1,2024-04-10
471,2,OUT,2,2024-04-10
472,2,OUT,2,2024-04-10
473,2,OUT,3,2024-04-10
474,2,OUT,2,2024-04-10
475,2,OUT,1,2024-04-10
476,3,OUT,2,2024-04-10
477,3,OUT,2,2024-04-10
478,3,OUT,3,2024-04-10
479,4,OUT,3,2024-04-10
480,4,OUT,1,2024-04-10
481,4,OUT,3,2024-04-10
482,4,OUT,1,2024-04-10
483,5,OUT,3,2024-04-10
484,5,OUT,1,2024-04-10
485,5,OUT,3,2024-04-10
486,5,OUT,2,2024-04-10
487,5,OUT,3,2024-04-10
488,6,OUT,3,2024-04-10
489,6,OUT,3,2024-04-10
490,6,OUT,2,2024-04-10
491,7,OUT,1,2024-04-10
492,8,OUT,1,2024-04-10
493,8,OUT,1,2024-04-10
494,8,OUT,2,2024-04-10
495,9,OUT,3,2024-04-10
496,9,OUT,2,2024-04-10
497,10,OUT,2,2024-04-10
498,10,OUT,2,2024-04-10
499,10,OUT,1,2024-04-10
500,10,OUT,2,2024-04-10
501,11,OUT,1,2024-04-10
502,11,OUT,1,2024-04-10
503,11,OUT,3,2024-04-10
504,11,OUT,3,2024-04-10
505,11,OUT,2,2024-04-10
506,13,OUT,3,2024-04-10
507,13,OUT,2,2024-04-10
508,13,OUT,2,2024-04-10
509,13,OUT,1,2024-04-10
510,14,OUT,1,2024-04-10
511,14,OUT,2,2024-04-10
512,14,OUT,2,2024-04-10
513,15,OUT,1,2024-04-10
514,16,OUT,1,2024-04-10
515,16,OUT,2,2024-04-10
516,16,OUT,3,2024-04-10
517,16,OUT,1,2024-04-10
518,17,OUT,2,2024-04-10
519,17,OUT,1,2024-04-10
520,17,OUT,1,2024-04-10
521,18,OUT,2,2024-04-10
522,18,OUT,1,2024-04-10
523,18,OUT,3,2024-04-10
524,18,OUT,2,2024-04-10
525,18,OUT,2,2024-04-10
526,18,OUT,1,2024-04-10
527,19,OUT,1,2024-04-10
528,19,OUT,1,2024-04-10
529,19,OUT,2,2024-04-10
530,20,OUT,1,2024-04-10
531,20,OUT,1,2024-04-10
532,20,OUT,3,2024-04-10
533,20,OUT,3,2024-04-10
534,20,OUT,3,2024-04-10
535,1,OUT,2,2024-04-11
536,1,OUT,1,2024-04-11
537,1,OUT,2,2024-04-11
538,3,OUT,3,2024-04-11
539,3,OUT,3,2024-04-11
540,4,OUT,3,2024-04-11
541,4,OUT,1,2024-04-11
542,4,OUT,3,2024-04-11
543,5,OUT,3,2024-04-11
544,6,OUT,1,2024-04-11
545,6,OUT,2,2024-04-11
546,7,OUT,3,2024-04-11
547,8,OUT,3,2024-04-11
548,8,OUT,2,2024-04-11
549,9,OUT,1,2024-04-11
550,9,OUT,2,2024-04-11
551,9,OUT,3,2024-04-11
552,9,OUT,3,2024-04-11
553,10,OUT,3,2024-04-11
554,10,OUT,1,2024-04-11
555,10,OUT,2,2024-04-11
556,10,OUT,2,2024-04-11
557,10,OUT,2,2024-04-11
558,11,OUT,2,2024-04-11
559,11,OUT,2,2024-04-11
560,12,OUT,3,2024-04-11
561,12,OUT,3,2024-04-11
562,12,OUT,1,2024-04-11
563,13,OUT,3,2024-04-11
564,14,OUT,2,2024-04-11
565,14,OUT,2,2024-04-11
566,15,OUT,1,2024-04-11
567,15,OUT,1,2024-04-11
568,16,OUT,2,2024-04-11
569,17,OUT,1,2024-04-11
570,17,OUT,2,2024-04-11
571,17,OUT,2,2024-04-11
572,18,OUT,2,2024-04-11
573,18,OUT,3,2024-04-11
574,19,OUT,1,2024-04-11
575,19,OUT,3,2024-04-11
576,19,OUT,2,2024-04-11
577,19,OUT,2,2024-04-11
578,20,OUT,1,2024-04-11
579,20,OUT,3,2024-04-11
580,20,OUT,2,2024-04-11
581,1,OUT,1,2024-04-12
582,1,OUT,1,2024-04-12
583,2,OUT,1,2024-04-12
584,2,OUT,1,2024-04-12
585,3,OUT,1,2024-04-12
586,4,OUT,1,2024-04-12
587,4,OUT,3,2024-04-12
588,4,OUT,3,2024-04-12
589,5,OUT,2,2024-04-12
590,5,OUT,3,2024-04-12
591,5,OUT,2,2024-04-12
592,6,OUT,1,2024-04-12
593,6,OUT,3,2024-04-12
594,6,OUT,1,2024-04-12
595,7,OUT,1,2024-04-12
596,7,OUT,3,2024-04-12
597,7,OUT,2,2024-04-12
598,8,OUT,3,2024-04-12
599,8,OUT,2,2024-04-12
600,9,OUT,3,2024-04-12
601,9,OUT,1,2024-04-12
602,10,OUT,2,2024-04-12
603,10,OUT,2,2024-04-12
604,11,OUT,2,2024-04-12
605,11,OUT,3,2024-04-12
606,11,OUT,1,2024-04-12
607,12,OUT,1,2024-04-12
608,12,OUT,2,2024-04-12
609,13,OUT,2,2024-04-12
610,13,OUT,3,2024-04-12
611,13,OUT,1,2024-04-12
612,14,OUT,2,2024-04-12
613,15,OUT,2,2024-04-12
614,16,OUT,3,2024-04-12
615,16,OUT,3,2024-04-12
616,17,OUT,3,2024-04-12
617,18,OUT,2,2024-04-12
618,18,OUT,3,2024-04-12
619,19,OUT,2,2024-04-12
620,19,OUT,2,2024-04-12
621,20,OUT,2,2024-04-12
622,20,OUT,3,2024-04-12
623,1,OUT,1,2024-04-13
624,2,OUT,1,2024-04-13
625,3,OUT,1,2024-04-13
626,3,OUT,1,2024-04-13
627,4,OUT,1,2024-04-13
628,5,OUT,2,2024-04-13
629,5,OUT,1,2024-04-13
630,5,OUT,2,2024-04-13
631,5,OUT,1,2024-04-13
632,5,OUT,1,2024-04-13
633,6,OUT,1,2024-04-13
634,6,OUT,2,2024-04-13
635,9,OUT,2,2024-04-13
636,9,OUT,2,2024-04-13
637,10,OUT,3,2024-04-13
638,11,OUT,3,2024-04-13
639,11,OUT,3,2024-04-13
640,11,OUT,2,2024-04-13
641,11,OUT,3,2024-04-13
642,12,OUT,1,2024-04-13
643,12,OUT,3,2024-04-13
644,12,OUT,2,2024-04-13
645,12,OUT,3,2024-04-13
646,13,OUT,1,2024-04-13
647,15,OUT,3,2024-04-13
648,15,OUT,3,2024-04-13
649,15,OUT,3,2024-04-13
650,16,OUT,3,2024-04-13
651,16,OUT,2,2024-04-13
652,18,OUT,1,2024-04-13
653,18,OUT,3,2024-04-13
654,19,OUT,3,2024-04-13
655,19,OUT,1,2024-04-13
656,20,OUT,1,2024-04-13
657,1,OUT,3,2024-04-14
658,2,OUT,3,2024-04-14
659,2,OUT,2,2024-04-14
660,3,OUT,1,2024-04-14
661,3,OUT,2,2024-04-14
662,4,OUT,2,2024-04-14
663,4,OUT,1,2024-04-14
664,4,OUT,1,2024-04-14
665,5,OUT,2,2024-04-14
666,5,OUT,3,2024-04-14
667,5,OUT,3,2024-04-14
668,6,OUT,2,2024-04-14
669,7,OUT,3,2024-04-14
670,7,OUT,1,2024-04-14
671,7,OUT,2,2024-04-14
672,7,OUT,2,2024-04-14
673,7,OUT,1,2024-04-14
674,7,OUT,1,2024-04-14
675,8,OUT,3,2024-04-14
676,8,OUT,3,2024-04-14
677,9,OUT,3,2024-04-14
678,10,OUT,3,2024-04-14
679,10,OUT,3,2024-04-14
680,10,OUT,2,2024-04-14
681,10,OUT,1,2024-04-14
682,10,OUT,3,2024-04-14
683,11,OUT,3,2024-04-14
684,11,OUT,1,2024-04-14
685,11,OUT,1,2024-04-14
686,11,OUT,2,2024-04-14
687,12,OUT,3,2024-04-14
688,13,OUT,2,2024-04-14
689,14,OUT,3,2024-04-14
690,14,OUT,1,2024-04-14
691,15,OUT,2,2024-04-14
692,15,OUT,1,2024-04-14
693,15,OUT,1,2024-04-14
694,16,OUT,1,2024-04-14
695,16,OUT,1,2024-04-14
696,18,OUT,2,2024-04-14
697,18,OUT,1,2024-04-14
698,19,OUT,3,2024-04-14
699,1,OUT,2,2024-04-15
700,1,OUT,3,2024-04-15
701,3,OUT,3,2024-04-15
702,3,OUT,3,2024-04-15
703,3,OUT,2,2024-04-15
704,3,OUT,1,2024-04-15
705,4,OUT,1,2024-04-15
706,4,OUT,1,2024-04-15
707,5,OUT,1,2024-04-15
708,5,OUT,1,2024-04-15
709,5,OUT,3,2024-04-15
710,6,OUT,2,2024-04-15
711,6,OUT,1,2024-04-15
712,7,OUT,3,2024-04-15
713,7,OUT,1,2024-04-15
714,7,OUT,1,2024-04-15
715,9,OUT,3,2024-04-15
716,9,OUT,3,2024-04-15
717,10,OUT,3,2024-04-15
718,10,OUT,2,2024-04-15
719,10,OUT,2,2024-04-15
720,12,OUT,3,2024-04-15
721,12,OUT,2,2024-04-15
722,12,OUT,2,2024-04-15
723,13,OUT,1,2024-04-15
724,13,OUT,3,2024-04-15
725,14,OUT,1,2024-04-15
726,16,OUT,2,2024-04-15
727,19,OUT,1,2024-04-15
728,20,OUT,3,2024-04-15
729,20,OUT,2,2024-04-15
730,20,OUT,2,2024-04-15
731,1,OUT,1,2024-04-16
732,1,OUT,1,2024-04-16
733,2,OUT,2,2024-04-16
734,2,OUT,3,2024-04-16
735,2,OUT,1,2024-04-16
736,2,OUT,1,2024-04-16
737,3,OUT,1,2024-04-16
738,3,OUT,2,2024-04-16
739,3,OUT,3,2024-04-16
740,3,OUT,1,2024-04-16
741,3,OUT,2,2024-04-16
742,4,OUT,1,2024-04-16
743,4,OUT,1,2024-04-16
744,4,OUT,1,2024-04-16
745,4,OUT,1,2024-04-16
746,5,OUT,3,2024-04-16
747,6,OUT,2,2024-04-16
748,6,OUT,3,2024-04-16
749,6,OUT,2,2024-04-16
750,6,OUT,1,2024-04-16
751,6,OUT,2,2024-04-16
752,6,OUT,1,2024-04-16
753,7,OUT,2,2024-04-16
754,8,OUT,3,2024-04-16
755,8,OUT,2,2024-04-16
756,8,OUT,3,2024-04-16
757,8,OUT,3,2024-04-16
758,9,OUT,2,2024-04-16
759,9,OUT,2,2024-04-16
760,9,OUT,2,2024-04-16
761,10,OUT,2,2024-04-16
762,10,OUT,1,2024-04-16
763,10,OUT,2,2024-04-16
764,10,OUT,3,2024-04-16
765,11,OUT,1,2024-04-16
766,11,OUT,3,2024-04-16
767,11,OUT,1,2024-04-16
768,11,OUT,1,2024-04-16
769,12,OUT,3,2024-04-16
770,12,OUT,2,2024-04-16
771,12,OUT,2,2024-04-16
772,12,OUT,3,2024-04-16
773,12,OUT,1,2024-04-16
774,12,OUT,3,2024-04-16
775,13,OUT,2,2024-04-16
776,13,OUT,1,2024-04-16
777,15,OUT,3,2024-04-16
778,15,OUT,2,2024-04-16
779,15,OUT,3,2024-04-16
780,16,OUT,2,2024-04-16
781,16,OUT,1,2024-04-16
782,16,OUT,2,2024-04-16
783,16,OUT,1,2024-04-16
784,16,OUT,2,2024-04-16
785,16,OUT,3,2024-04-16
786,16,OUT,2,2024-04-16
787,17,OUT,1,2024-04-16
788,17,OUT,1,2024-04-16
789,17,OUT,3,2024-04-16
790,17,OUT,1,2024-04-16
791,18,OUT,1,2024-04-16
792,18,OUT,1,2024-04-16
793,19,OUT,3,2024-04-16
794,20,OUT,1,2024-04-16
795,20,OUT,1,2024-04-16
796,20,OUT,2,2024-04-16
797,20,OUT,3,2024-04-16
798,20,OUT,3,2024-04-16
799,1,OUT,2,2024-04-17
800,1,OUT,3,2024-04-17
801,2,OUT,2,2024-04-17
802,2,OUT,2,2024-04-17
803,2,OUT,2,2024-04-17
804,2,OUT,1,2024-04-17
805,2,OUT,3,2024-04-17
806,2,OUT,2,2024-04-17
807,3,OUT,3,2024-04-17
808,3,OUT,1,2024-04-17
809,3,OUT,3,2024-04-17
810,3,OUT,2,2024-04-17
811,4,OUT,3,2024-04-17
812,4,OUT,3,2024-04-17
813,4,OUT,1,2024-04-17
814,4,OUT,1,2024-04-17
815,4,OUT,1,2024-04-17
816,5,OUT,3,2024-04-17
817,6,OUT,1,2024-04-17
818,6,OUT,1,2024-04-17
819,7,OUT,1,2024-04-17
820,7,OUT,3,2024-04-17
821,8,OUT,3,2024-04-17
822,8,OUT,1,2024-04-17
823,8,OUT,1,2024-04-17
