126,66,5,4,1200.00
127,67,8,1,600.00
128,67,4,1,15.00
129,68,3,1,18000.00
130,69,8,2,600.00
131,70,7,4,80.00
132,70,13,2,12000.00
133,71,14,3,2500.00
134,71,12,1,400.00
135,71,11,2,800.00
136,72,17,2,11000.00
137,72,8,4,600.00
138,73,4,4,15.00
139,74,5,2,1200.00
140,74,6,1,300.00
141,75,19,2,10000.00
142,75,9,2,6000.00
143,75,18,1,20.00
144,76,4,1,15.00
145,76,5,1,1200.00
146,77,2,2,450.00
147,77,13,1,12000.00
148,77,3,1,18000.00
149,78,14,4,2500.00
150,78,12,3,400.00
151,79,19,2,10000.00
152,79,8,4,600.00
153,79,12,3,400.00
154,80,16,3,9000.00
155,81,3,4,18000.00
156,82,20,2,750.00
157,82,15,2,900.00
158,82,7,2,80.00
159,83,10,3,300.00
160,83,7,3,80.00
161,83,6,4,300.00
162,84,2,4,450.00
163,85,6,3,300.00
164,85,3,3,18000.00
165,86,10,4,300.00
166,86,6,3,300.00
167,87,14,3,2500.00
168,88,13,3,12000.00
169,88,9,4,6000.00
170,89,3,1,18000.00
171,89,18,4,20.00
172,89,4,4,15.00
173,90,13,3,12000.00
174,91,20,1,750.00
175,92,16,4,9000.00
176,92,5,2,1200.00
177,93,1,4,25.00
178,93,11,2,800.00
179,94,8,4,600.00
180,95,7,4,80.00
181,96,1,1,25.00
182,97,3,2,18000.00
183,97,6,4,300.00
184,98,3,1,18000.00
185,99,18,3,20.00
186,100,18,3,20.00
187,100,4,1,15.00
188,101,6,1,300.00
189,102,20,1,750.00
190,102,17,4,11000.00
191,102,10,2,300.00
192,103,4,1,15.00
193,104,11,3,800.00
194,104,19,3,10000.00
195,105,20,2,750.00
196,106,11,1,800.00
197,106,20,4,750.00
198,106,18,1,20.00
199,107,18,4,20.00
200,107,10,3,300.00
201,107,15,4,900.00
202,108,6,1,300.00
203,109,17,1,11000.00
204,109,3,4,18000.00
205,109,1,2,25.00
206,110,1,1,25.00
207,110,12,3,400.00
208,110,13,3,12000.00
209,111,19,3,10000.00
210,112,20,4,750.00
211,112,9,3,6000.00
212,113,14,3,2500.00
213,113,3,3,18000.00
214,114,12,2,400.00
215,114,15,1,900.00
216,115,10,1,300.00
217,115,8,2,600.00
218,116,16,4,9000.00
219,116,14,3,2500.00
220,117,19,3,10000.00
221,117,4,3,15.00
222,117,1,3,25.00
223,118,8,2,600.00
224,119,5,1,1200.00
225,119,7,4,80.00
226,120,14,2,2500.00
227,121,20,3,750.00
228,121,19,1,10000.00
229,121,9,4,6000.00
230,122,19,4,10000.00
231,122,6,1,300.00
232,123,16,2,9000.00
233,123,15,4,900.00
234,123,19,3,10000.00
235,124,16,2,9000.00
236,124,17,4,11000.00
237,124,7,2,80.00
238,125,14,3,2500.00
239,125,18,2,20.00
240,126,15,4,900.00
241,127,10,3,300.00
242,128,13,2,12000.00
243,129,8,1,600.00
244,130,5,2,1200.00
245,130,7,2,80.00
246,131,12,1,400.00
247,131,13,4,12000.00
248,132,6,2,300.00
249,133,19,3,10000.00
250,134,11,2,800.00
251,135,18,2,20.00
252,136,18,2,20.00
253,136,5,4,1200.00
254,137,11,4,800.00
255,137,20,4,750.00
256,137,19,3,10000.00
257,138,13,3,12000.00
258,138,17,3,11000.00
259,138,9,4,6000.00
260,139,14,2,2500.00
261,140,15,3,900.00
262,140,6,1,300.00
263,140,13,4,12000.00
264,141,14,4,2500.00
265,141,18,3,20.00
266,142,12,3,400.00
267,142,5,4,1200.00
268,143,19,1,10000.00
269,144,8,4,600.00
270,144,2,4,450.00
271,145,7,3,80.00
272,145,11,1,800.00
273,145,12,3,400.00
274,146,4,4,15.00
275,146,5,4,1200.00
276,147,18,1,20.00
277,148,15,3,900.00
278,149,18,3,20.00
279,149,16,2,9000.00
280,149,6,2,300.00
281,150,10,4,300.00
282,151,18,4,20.00
283,151,6,4,300.00
284,152,2,3,450.00
285,152,17,2,11000.00
286,153,11,1,800.00
287,153,3,3,18000.00
288,153,5,1,1200.00
289,154,18,4,20.00
290,154,13,4,12000.00
291,154,3,4,18000.00
292,155,19,2,10000.00
293,155,3,3,18000.00
294,155,14,4,2500.00
295,156,13,2,12000.00
296,157,3,2,18000.00
297,157,8,4,600.00
298,158,5,2,1200.00
299,158,6,4,300.00
300,158,2,1,450.00
301,159,1,4,25.00
302,159,4,1,15.00
303,160,9,4,6000.00
304,161,16,1,9000.00
305,162,13,2,12000.00
306,162,9,2,6000.00
307,162,17,1,11000.00
308,163,6,1,300.00
309,164,4,2,15.00
310,164,14,3,2500.00
311,165,19,2,10000.00
312,165,1,3,25.00
313,166,3,2,18000.00
314,166,8,1,600.00
315,167,15,3,900.00
316,168,15,1,900.00
317,169,13,4,12000.00
318,170,15,2,900.00
319,170,18,1,20.00
320,171,10,1,300.00
321,172,8,1,600.00
322,173,17,1,11000.00
323,173,3,1,18000.00
324,173,6,3,300.00
325,174,17,1,11000.00
326,174,11,1,800.00
327,174,19,3,10000.00
328,175,15,1,900.00
329,176,12,1,400.00
330,177,15,3,900.00
331,177,9,3,6000.00
332,178,3,1,18000.00
333,178,17,1,11000.00
334,178,19,1,10000.00
335,179,17,2,11000.00
336,180,14,2,2500.00
337,180,16,4,9000.00
338,180,7,2,80.00
339,181,7,1,80.00
340,181,19,4,10000.00
341,182,15,4,900.00
342,182,14,2,2500.00
343,182,5,4,1200.00
344,183,15,3,900.00
345,184,4,4,15.00
346,185,5,4,1200.00
347,186,17,2,11000.00
348,186,6,2,300.00
349,186,4,2,15.00
350,187,13,2,12000.00
351,187,8,1,600.00
352,187,5,1,1200.00
353,188,11,3,800.00
354,188,1,4,25.00
355,188,18,1,20.00
356,189,7,3,80.00
357,190,17,1,11000.00
358,191,15,3,900.00
359,191,16,1,9000.00
360,191,8,2,600.00
361,192,9,3,6000.00
362,192,1,3,25.00
363,193,8,2,600.00
364,194,8,2,600.00
365,194,11,3,800.00
366,195,19,3,10000.00
367,195,12,4,400.00
368,195,6,2,300.00
369,196,17,1,11000.00
370,196,1,1,25.00
371,197,1,2,25.00
372,198,3,2,18000.00
373,198,6,2,300.00
374,198,7,3,80.00
375,199,4,1,15.00
376,199,20,1,750.00
377,200,4,4,15.00
378,200,1,4,25.00
379,201,19,4,10000.00
380,201,11,4,800.00
381,202,6,1,300.00
382,202,7,1,80.00
383,202,15,3,900.00
384,203,1,3,25.00
385,203,3,1,18000.00
386,204,16,4,9000.00
387,204,15,1,900.00
388,205,4,1,15.00
389,205,8,2,600.00
390,206,10,4,300.00
391,206,6,3,300.00
392,207,16,1,9000.00
393,207,14,4,2500.00
394,207,20,2,750.00
395,208,6,1,300.00
396,208,2,3,450.00
397,209,11,3,800.00
398,209,17,1,11000.00
399,210,20,1,750.00
400,211,10,1,300.00
401,212,17,2,11000.00
402,212,9,1,6000.00
403,213,5,4,1200.00
404,213,1,3,25.00
405,213,9,2,6000.00
406,214,18,3,20.00
407,214,9,4,6000.00
408,214,6,4,300.00
409,215,4,4,15.00
410,215,3,2,18000.00
411,215,15,2,900.00
412,216,20,2,750.00
413,216,4,3,15.00
414,217,12,2,400.00
415,217,15,3,900.00
416,218,20,3,750.00
417,219,20,3,750.00
418,219,12,4,400.00
419,220,17,4,11000.00
420,221,6,4,300.00
421,221,12,1,400.00
422,221,4,3,15.00
423,222,1,1,25.00
424,223,14,4,2500.00
425,223,13,4,12000.00
426,223,20,2,750.00
427,224,19,2,10000.00
428,224,6,2,300.00
429,225,6,4,300.00
430,225,12,3,400.00
431,225,19,4,10000.00
432,226,2,3,450.00
433,226,18,2,20.00
434,227,19,4,10000.00
435,228,14,4,2500.00
436,229,15,4,900.00
437,229,3,3,18000.00
438,229,12,3,400.00
439,230,20,1,750.00
440,231,12,1,400.00
441,231,14,3,2500.00
442,232,8,4,600.00
443,232,11,3,800.00
444,233,10,4,300.00
445,234,10,4,300.00
446,235,15,1,900.00
447,235,16,4,9000.00
448,236,13,1,12000.00
449,237,11,1,800.00
450,237,4,4,15.00
451,238,16,3,9000.00
452,238,20,3,750.00
453,238,7,4,80.00
454,239,7,4,80.00
455,239,10,1,300.00
456,240,10,1,300.00
457,241,4,3,15.00
458,241,16,1,9000.00
459,242,3,4,18000.00
460,242,18,2,20.00
461,242,10,1,300.00
462,243,9,2,6000.00
463,244,14,2,2500.00
464,245,12,3,400.00
465,245,5,1,1200.00
466,246,14,2,2500.00
467,246,12,3,400.00
468,246,8,2,600.00
469,247,9,3,6000.00
470,247,11,2,800.00
471,247,20,2,750.00
472,248,17,1,11000.00
473,249,3,3,18000.00
474,250,9,2,6000.00
475,250,11,1,800.00
476,251,17,3,11000.00
477,252,4,1,15.00
478,252,11,1,800.00
479,253,19,2,10000.00
480,253,1,2,25.00
481,254,15,3,900.00
482,254,4,2,15.00
483,255,16,1,9000.00
484,255,9,2,6000.00
485,256,6,4,300.00
486,257,6,2,300.00
487,258,15,3,900.00
488,259,2,2,450.00
489,260,9,2,6000.00
490,261,18,2,20.00
491,262,5,3,1200.00
492,262,17,1,11000.00
493,263,15,4,900.00
494,263,1,2,25.00
495,263,4,3,15.00
496,264,4,1,15.00
497,265,7,1,80.00
498,265,2,1,450.00
499,265,3,2,18000.00
500,266,13,4,12000.00
501,266,11,3,800.00
502,266,8,3,600.00
503,267,10,1,300.00
504,267,15,4,900.00
505,268,20,3,750.00
506,269,10,4,300.00
507,269,8,1,600.00
508,269,18,3,20.00
509,270,2,4,450.00
510,271,5,4,1200.00
511,271,18,4,20.00
512,271,19,4,10000.00
513,272,16,1,9000.00
514,272,7,1,80.00
515,272,11,4,800.00
516,273,3,4,18000.00
517,273,2,3,450.00
518,274,7,3,80.00
519,275,17,3,11000.00
520,275,7,4,80.00
521,276,15,3,900.00
522,276,20,3,750.00
523,276,10,4,300.00
524,277,3,1,18000.00
525,278,1,4,25.00
526,279,2,1,450.00
527,279,17,4,11000.00
528,280,5,2,1200.00
529,281,7,1,80.00
530,282,8,3,600.00
531,282,5,1,1200.00
532,282,16,1,9000.00
533,283,11,2,800.00
534,283,7,2,80.00
535,283,16,2,9000.00
536,284,6,3,300.00
537,285,18,4,20.00
538,286,1,1,25.00
539,286,9,3,6000.00
540,286,14,3,2500.00
541,287,17,1,11000.00
542,288,1,1,25.00
543,289,2,1,450.00
544,289,3,2,18000.00
545,290,19,1,10000.00
546,291,12,3,400.00
547,291,9,4,6000.00
548,291,2,2,450.00
549,292,6,3,300.00
550,292,2,1,450.00
551,292,13,1,12000.00
552,293,7,3,80.00
553,293,11,3,800.00
554,293,20,1,750.00
555,294,2,4,450.00
556,294,3,1,18000.00
557,294,13,1,12000.00
558,295,9,1,6000.00
559,295,13,1,12000.00
560,296,4,2,15.00
561,296,16,3,9000.00
562,297,2,4,450.00
563,297,15,1,900.00
564,298,17,4,11000.00
565,299,15,3,900.00
566,299,14,1,2500.00
567,300,6,2,300.00
568,300,11,3,800.00
569,300,10,4,300.00
570,301,13,4,12000.00
571,301,7,3,80.00
572,301,1,2,25.00
573,302,3,3,18000.00
574,302,5,3,1200.00
575,303,15,4,900.00
576,303,9,2,6000.00
577,304,6,2,300.00
578,304,11,1,800.00
579,305,17,1,11000.00
580,306,16,2,9000.00
581,306,10,2,300.00
582,306,12,1,400.00
583,307,15,2,900.00
584,307,1,1,25.00
585,308,5,2,1200.00
586,309,14,1,2500.00
587,309,12,2,400.00
588,310,9,1,6000.00
589,310,18,2,20.00
590,310,15,2,900.00
591,311,18,1,20.00
592,311,13,2,12000.00
593,312,19,1,10000.00
594,312,15,4,900.00
595,312,18,2,20.00
596,313,14,2,2500.00
597,314,7,4,80.00
598,314,5,1,1200.00
599,314,18,2,20.00
600,315,1,3,25.00
601,315,5,1,1200.00
602,316,7,2,80.00
603,317,9,1,6000.00
604,318,19,4,10000.00
605,319,16,1,9000.00
606,320,15,4,900.00
607,321,15,2,900.00
608,321,1,2,25.00
609,322,16,2,9000.00
610,322,7,1,80.00
611,323,12,3,400.00
612,323,1,4,25.00
613,323,17,3,11000.00
614,324,8,3,600.00
615,324,15,1,900.00
616,325,6,3,300.00
617,326,7,1,80.00
618,327,18,2,20.00
619,327,12,4,400.00
620,328,19,2,10000.00
621,329,13,4,12000.00
622,329,2,2,450.00
623,329,6,1,300.00
624,330,4,2,15.00
625,330,6,3,300.00
626,330,7,1,80.00
627,331,4,1,15.00
628,331,15,2,900.00
629,332,6,4,300.00
630,333,9,2,6000.00
631,333,16,1,9000.00
632,333,14,1,2500.00
633,334,19,2,10000.00
634,335,18,1,20.00
635,336,14,4,2500.00
636,336,7,4,80.00
637,336,11,3,800.00
638,337,19,3,10000.00
639,337,13,2,12000.00
640,338,10,4,300.00
641,339,10,3,300.00
642,340,3,2,18000.00
643,340,6,2,300.00
644,340,7,2,80.00
645,341,17,1,11000.00
646,342,3,4,18000.00
647,343,12,2,400.00
648,343,11,3,800.00
649,343,2,4,450.00
650,344,2,4,450.00
651,345,8,2,600.00
652,345,7,1,80.00
653,346,10,4,300.00
654,346,14,4,2500.00
655,347,3,3,18000.00
656,348,6,3,300.00
657,349,18,2,20.00
658,350,18,1,20.00
659,350,11,2,800.00
660,350,8,4,600.00
661,351,6,2,300.00
662,351,1,4,25.00
663,351,18,3,20.00
664,352,13,1,12000.00
665,352,15,4,900.00
666,353,10,1,300.00
667,354,1,4,25.00
668,355,8,2,600.00
669,355,11,3,800.00
670,356,2,4,450.00
671,356,10,2,300.00
672,356,11,1,800.00
673,357,13,2,12000.00
674,358,15,3,900.00
675,359,6,3,300.00
676,360,15,1,900.00
677,360,10,1,300.00
678,360,16,1,9000.00
679,361,10,3,300.00
680,362,15,1,900.00
681,362,17,1,11000.00
682,362,11,1,800.00
683,363,10,4,300.00
684,363,7,1,80.00
685,363,12,2,400.00
686,364,20,4,750.00
687,365,1,1,25.00
688,365,15,2,900.00
689,365,8,1,600.00
690,366,5,3,1200.00
691,366,19,1,10000.00
692,367,19,3,10000.00
693,367,14,2,2500.00
694,368,14,4,2500.00
695,368,10,2,300.00
696,368,1,4,25.00
697,369,6,2,300.00
698,370,10,1,300.00
699,370,12,2,400.00
700,370,9,4,6000.00
701,371,6,2,300.00
702,372,15,1,900.00
703,372,3,2,18000.00
704,372,10,2,300.00
705,373,17,1,11000.00
706,373,9,2,6000.00
707,374,8,3,600.00
708,374,10,3,300.00
709,374,17,2,11000.00
710,375,11,1,800.00
711,376,2,3,450.00
712,376,18,4,20.00
713,377,17,1,11000.00
714,377,10,3,300.00
715,378,5,2,1200.00
716,378,18,4,20.00
717,378,17,1,11000.00
718,379,10,3,300.00
719,379,13,2,12000.00
720,380,14,3,2500.00
721,381,19,4,10000.00
722,381,3,2,18000.00
723,382,20,1,750.00
724,382,9,2,6000.00
725,382,15,3,900.00
726,383,9,1,6000.00
727,384,5,3,1200.00
728,385,17,1,11000.00
729,385,10,2,300.00
730,386,14,4,2500.00
731,387,14,2,2500.00
732,387,3,1,18000.00
733,388,11,2,800.00
734,388,20,4,750.00
735,388,8,3,600.00
736,389,18,2,20.00
737,390,6,4,300.00
738,390,10,2,300.00
739,390,2,2,450.00
740,391,14,2,2500.00
741,391,8,3,600.00
742,391,2,2,450.00
743,392,12,3,400.00
744,392,10,3,300.00
745,393,2,1,450.00
746,393,19,4,10000.00
747,393,18,3,20.00
748,394,18,1,20.00
749,395,14,3,2500.00
750,395,16,2,9000.00
751,395,2,4,450.00
752,396,6,2,300.00
753,396,9,3,6000.00
754,397,5,2,1200.00
755,397,1,2,25.00
756,398,14,1,2500.00
757,398,1,2,25.00
758,399,19,3,10000.00
759,400,7,4,80.00
760,401,18,1,20.00
761,401,17,4,11000.00
762,401,7,1,80.00
763,402,2,2,450.00
764,402,17,2,11000.00
765,402,3,4,18000.00
766,403,15,1,900.00
767,403,8,3,600.00
768,404,12,2,400.00
769,405,5,2,1200.00
770,405,4,2,15.00
771,405,2,3,450.00
772,406,18,1,20.00
773,407,19,4,10000.00
774,407,16,3,9000.00
775,407,1,4,25.00
776,408,2,2,450.00
777,408,18,1,20.00
778,408,20,2,750.00
779,409,2,3,450.00
780,409,18,4,20.00
781,410,1,3,25.00
782,410,16,2,9000.00
783,411,12,1,400.00
784,411,10,4,300.00
785,412,16,4,9000.00
786,412,1,4,25.00
787,413,17,2,11000.00
788,413,12,1,400.00
789,414,5,1,1200.00
790,414,18,3,20.00
791,415,17,3,11000.00
792,415,4,3,15.00
793,416,7,4,80.00
794,417,19,1,10000.00
795,417,11,2,800.00
796,417,13,2,12000.00
797,418,2,4,450.00
798,419,15,4,900.00
799,420,13,3,12000.00
800,420,16,3,9000.00
801,420,4,1,15.00
802,421,19,3,10000.00
803,421,17,2,11000.00
804,421,16,1,9000.00
805,422,7,2,80.00
806,422,15,3,900.00
807,423,20,3,750.00
808,423,17,1,11000.00
809,423,8,1,600.00
810,424,13,4,12000.00
811,425,7,4,80.00
812,425,13,4,12000.00
813,426,1,1,25.00
814,426,19,3,10000.00
815,426,12,4,400.00
816,427,19,1,10000.00
817,428,20,2,750.00
818,428,10,3,300.00
819,428,13,3,12000.00
820,429,15,3,900.00
821,430,12,1,400.00
822,430,3,1,18000.00
823,430,4,4,15.00
824,431,5,4,1200.00
825,432,10,2,300.00
826,432,13,3,12000.00
827,432,5,1,1200.00
828,433,3,1,18000.00
829,433,8,3,600.00
830,433,4,3,15.00
831,434,2,1,450.00
832,435,4,4,15.00
833,436,11,1,800.00
834,436,15,1,900.00
835,437,8,3,600.00
836,437,18,4,20.00
837,437,11,3,800.00
838,438,2,3,450.00
839,439,15,4,900.00
840,440,12,2,400.00
841,440,18,2,20.00
842,441,3,1,18000.00
843,441,17,1,11000.00
844,442,18,1,20.00
845,442,17,1,11000.00
846,443,12,4,400.00
847,443,1,3,25.00
848,444,6,2,300.00
849,444,13,3,12000.00
850,444,12,4,400.00
851,445,12,4,400.00
852,446,3,3,18000.00
853,446,6,3,300.00
854,446,12,3,400.00
855,447,13,2,12000.00
856,448,2,3,450.00
857,449,5,2,1200.00
858,449,14,2,2500.00
859,449,6,3,300.00
860,450,8,2,600.00
861,450,14,2,2500.00
862,450,15,2,900.00
863,451,10,3,300.00
864,451,16,2,9000.00
865,451,5,3,1200.00
866,452,14,2,2500.00
867,453,4,3,15.00
868,454,2,1,450.00
869,454,3,4,18000.00
870,454,14,2,2500.00
871,455,6,1,300.00
872,455,10,4,300.00
873,456,17,1,11000.00
874,456,12,2,400.00
875,456,10,4,300.00
876,457,15,2,900.00
877,458,12,2,400.00
878,458,15,3,900.00
879,458,6,4,300.00
880,459,18,4,20.00
881,459,12,1,400.00
882,459,13,1,12000.00
883,460,12,4,400.00
884,461,12,3,400.00
885,461,15,2,900.00
886,461,11,1,800.00
887,462,16,2,9000.00
888,462,17,3,11000.00
889,463,19,4,10000.00
890,463,7,1,80.00
891,463,11,1,800.00
892,464,8,3,600.00
893,465,7,2,80.00
894,465,8,3,600.00
895,465,3,2,18000.00
896,466,18,1,20.00
897,466,17,1,11000.00
898,466,16,2,9000.00
899,467,16,4,9000.00
900,467,5,3,1200.00
901,468,1,1,25.00
902,468,10,4,300.00
903,468,19,4,10000.00
904,469,18,1,20.00
905,470,20,2,750.00
906,470,14,1,2500.00
907,471,13,3,12000.00
908,471,9,3,6000.00
909,472,18,1,20.00
910,472,16,2,9000.00
911,472,7,3,80.00
912,473,17,3,11000.00
913,473,12,1,400.00
914,473,13,2,12000.00
915,474,2,3,450.00
916,475,8,1,600.00
917,475,1,1,25.00
918,475,6,2,300.00
919,476,15,3,900.00
920,476,1,3,25.00
921,477,8,4,600.00
922,477,14,1,2500.00
923,477,4,1,15.00
924,478,19,4,10000.00
925,478,16,3,9000.00
926,478,10,2,300.00
927,479,1,2,25.00
928,479,17,2,11000.00
929,479,12,2,400.00
930,480,4,4,15.00
931,480,1,2,25.00
932,480,5,2,1200.00
933,481,14,2,2500.00
934,482,5,4,1200.00
935,482,12,1,400.00
936,483,7,3,80.00
937,483,17,4,11000.00
938,484,11,3,800.00
939,484,17,4,11000.00
940,485,4,2,15.00
941,485,5,4,1200.00
942,486,15,2,900.00
943,486,9,4,6000.00
944,486,10,2,300.00
945,487,8,1,600.00
946,487,13,4,12000.00
947,488,8,3,600.00
948,489,12,3,400.00
949,490,16,4,9000.00
950,490,19,2,10000.00
951,490,14,2,2500.00
952,491,19,2,10000.00
953,491,9,3,6000.00
954,491,10,1,300.00
955,492,5,4,1200.00
956,493,7,3,80.00
957,493,17,4,11000.00
958,493,4,3,15.00
959,494,10,3,300.00
960,494,20,2,750.00
961,495,10,2,300.00
962,495,6,3,300.00
963,496,5,3,1200.00
964,496,9,2,6000.00
965,497,14,3,2500.00
966,497,9,4,6000.00
967,497,8,1,600.00
968,498,1,4,25.00
969,498,19,1,10000.00
970,499,20,1,750.00
971,499,16,3,9000.00
972,500,1,3,25.00
973,500,7,2,80.00
974,500,10,4,300.00
975,501,9,4,6000.00
976,501,1,1,25.00
977,502,2,2,450.00
978,502,11,4,800.00
979,502,16,3,9000.00
980,503,16,2,9000.00
981,503,20,4,750.00
982,504,20,3,750.00
983,505,2,1,450.00
984,506,13,4,12000.00
985,507,17,4,11000.00
986,508,13,1,12000.00
987,509,12,2,400.00
988,509,11,3,800.00
989,509,10,3,300.00
990,510,19,3,10000.00
991,510,7,3,80.00
992,511,4,1,15.00
993,511,5,2,1200.00
994,512,12,3,400.00
995,512,16,3,9000.00
996,512,10,3,300.00
997,513,7,4,80.00
998,513,18,2,20.00
999,513,17,3,11000.00
1000,514,14,4,2500.00
1001,515,14,1,2500.00
1002,515,19,3,10000.00
1003,515,20,1,750.00
1004,516,14,4,2500.00
1005,516,3,1,18000.00
1006,516,20,2,750.00
1007,517,17,1,11000.00
1008,518,8,2,600.00
1009,519,14,2,2500.00
1010,519,12,2,400.00
1011,519,15,4,900.00
1012,520,15,1,900.00
1013,521,6,3,300.00
1014,522,10,1,300.00
1015,523,11,2,800.00
1016,524,15,4,900.00
1017,524,20,4,750.00
1018,525,15,2,900.00
1019,526,6,2,300.00
1020,527,10,4,300.00
1021,527,13,3,12000.00
1022,528,11,3,800.00
1023,529,16,3,9000.00
1024,529,13,1,12000.00
1025,529,7,2,80.00
1026,530,17,3,11000.00
1027,530,19,1,10000.00
1028,530,14,2,2500.00
1029,531,1,1,25.00
1030,532,2,4,450.00
1031,532,6,1,300.00
1032,532,4,4,15.00
1033,533,15,2,900.00
1034,534,15,2,900.00
1035,535,12,2,400.00
1036,535,10,1,300.00
1037,535,13,2,12000.00
1038,536,5,3,1200.00
1039,536,7,4,80.00
1040,537,15,3,900.00
1041,537,14,4,2500.00
1042,538,4,1,15.00
1043,538,20,3,750.00
1044,539,10,3,300.00
1045,540,2,4,450.00
1046,541,3,1,18000.00
1047,541,7,4,80.00
1048,542,16,1,9000.00
1049,542,1,3,25.00
1050,542,13,4,12000.00
1051,543,11,3,800.00
1052,544,10,2,300.00
1053,544,5,3,1200.00
1054,545,6,3,300.00
1055,545,4,1,15.00
1056,545,15,4,900.00
1057,546,5,4,1200.00
1058,546,15,3,900.00
1059,546,7,1,80.00
1060,547,16,2,9000.00
1061,547,1,1,25.00
1062,548,6,2,300.00
1063,548,19,3,10000.00
1064,548,5,3,1200.00
1065,549,5,1,1200.00
1066,549,20,3,750.00
1067,549,10,3,300.00
1068,550,14,1,2500.00
1069,550,8,2,600.00
1070,551,4,1,15.00
1071,552,7,3,80.00
1072,552,9,3,6000.00
1073,553,8,4,600.00
1074,553,10,3,300.00
1075,553,4,2,15.00
1076,554,20,3,750.00
1077,555,4,1,15.00
1078,555,20,2,750.00
1079,555,2,3,450.00
1080,556,18,3,20.00
1081,556,16,2,9000.00
1082,556,12,2,400.00
1083,557,2,4,450.00
1084,558,10,1,300.00
1085,558,9,2,6000.00
1086,559,9,3,6000.00
1087,559,7,3,80.00
1088,560,1,4,25.00
1089,560,9,4,6000.00
1090,561,2,2,450.00
1091,561,4,1,15.00
1092,561,9,3,6000.00
1093,562,19,1,10000.00
1094,562,6,3,300.00
1095,563,7,4,80.00
1096,564,15,1,900.00
1097,564,6,3,300.00
1098,564,2,1,450.00
1099,565,1,1,25.00
1100,565,20,2,750.00
1101,565,4,2,15.00
1102,566,14,3,2500.00
1103,567,5,2,1200.00
1104,567,17,3,11000.00
1105,568,19,2,10000.00
1106,569,15,2,900.00
1107,569,5,1,1200.00
1108,569,10,3,300.00
1109,570,5,1,1200.00
1110,570,2,1,450.00
1111,571,8,1,600.00
1112,571,17,1,11000.00
1113,571,19,1,10000.00
1114,572,2,3,450.00
1115,572,20,4,750.00
1116,573,2,2,450.00
1117,573,4,4,15.00
1118,573,12,2,400.00
1119,574,15,3,900.00
1120,574,20,1,750.00
